param_index,delta_frac,amplitude
0,-0.05,11.409573665449194
0,-0.02,11.751923618762879
0,0.02,17.73642712722259
0,0.05,11.268543841940811
1,-0.05,13.91909832088804
1,-0.02,12.354666424328789
1,0.02,10.78340654331926
1,0.05,9.497653040338626
2,-0.05,9.609061176472744
2,-0.02,10.951535883247887
2,0.02,12.065398060002032
2,0.05,14.902204944817905
3,-0.05,11.389639579788419
3,-0.02,18.466363832621212
3,0.02,18.425870313671815
3,0.05,15.07042743753875
