episode,reward
264,-20.0
265,-100.0
266,495.0
267,-130.0
268,815.0
269,0.0
270,415.0
271,770.0
272,305.0
273,730.0
274,105.0
275,330.0
276,300.0
277,35.0
278,540.0
279,525.0
280,295.0
281,380.0
282,170.0
283,435.0
284,1200.0
285,-80.0
286,285.0
287,330.0
288,245.0
289,445.0
290,585.0
291,725.0
292,350.0
293,440.0
294,715.0
295,585.0
296,145.0
297,400.0
298,280.0
299,935.0
300,580.0
301,240.0
302,430.0
303,835.0
304,575.0
305,715.0
306,385.0
307,670.0
308,280.0
309,260.0
310,745.0
311,570.0
312,285.0
313,295.0
314,290.0
315,-120.0
316,320.0
317,285.0
318,275.0
319,555.0
320,-110.0
321,405.0
322,295.0
323,325.0
324,310.0
325,-180.0
326,790.0
327,285.0
328,295.0
329,-160.0
330,280.0
331,295.0
332,305.0
333,580.0
334,500.0
335,305.0
336,295.0
337,155.0
338,520.0
339,590.0
340,-120.0
341,330.0
342,275.0
343,430.0
344,200.0
345,-150.0
346,485.0
347,445.0
348,270.0
349,285.0
350,-180.0
351,410.0
352,1295.0
353,495.0
354,465.0
355,705.0
356,330.0
357,860.0
358,300.0
359,565.0
360,200.0
361,770.0
362,710.0
363,950.0
364,-180.0
365,1065.0
366,690.0
367,700.0
368,445.0
369,295.0
370,120.0
371,310.0
372,300.0
373,290.0
374,410.0
375,600.0
376,960.0
377,300.0
378,290.0
379,475.0
380,-210.0
381,495.0
382,870.0
383,350.0
384,510.0
385,540.0
386,445.0
387,380.0
388,1040.0
389,765.0
390,435.0
391,345.0
392,300.0
393,-70.0
394,590.0
395,335.0
396,450.0
397,345.0
398,315.0
399,610.0
400,475.0
401,975.0
402,395.0
403,550.0
404,505.0
405,370.0
406,340.0
407,550.0
408,995.0
409,430.0
410,630.0
411,-145.0
412,625.0
413,490.0
414,550.0
415,-110.0
416,310.0
417,625.0
418,690.0
419,530.0
420,770.0
421,-180.0
422,360.0
423,375.0
424,505.0
425,420.0
426,-160.0
427,705.0
428,300.0
429,295.0
430,-140.0
431,-140.0
432,710.0
433,-160.0
434,1300.0
435,340.0
436,695.0
437,775.0
438,345.0
439,575.0
440,630.0
441,360.0
442,970.0
443,540.0
444,-115.0
445,835.0
446,505.0
447,845.0
448,770.0
449,415.0
450,615.0
451,675.0
452,485.0
453,470.0
454,310.0
455,830.0
456,300.0
457,1090.0
458,640.0
459,485.0
460,1055.0
461,490.0
462,810.0
463,1230.0
464,275.0
465,835.0
466,1040.0
467,410.0
468,850.0
469,765.0
470,875.0
471,680.0
472,975.0
473,600.0
474,295.0
475,615.0
476,-20.0
477,435.0
478,495.0
479,725.0
480,340.0
481,530.0
482,-150.0
483,315.0
484,290.0
485,300.0
486,505.0
487,1135.0
488,315.0
489,460.0
490,315.0
491,660.0
492,775.0
493,545.0
494,600.0
495,680.0
496,540.0
497,-145.0
498,780.0
499,890.0
500,1285.0
501,865.0
502,565.0
503,-130.0
504,-20.0
505,985.0
506,705.0
507,455.0
508,-140.0
509,650.0
510,255.0
511,-200.0
512,495.0
513,635.0
514,685.0
515,1305.0
516,280.0
517,880.0
518,415.0
519,690.0
520,790.0
521,655.0
522,760.0
523,1010.0
524,350.0
525,670.0
526,995.0
527,1040.0
528,-130.0
529,565.0
530,710.0
531,625.0
532,890.0
533,870.0
534,220.0
535,580.0
536,275.0
537,595.0
538,685.0
539,510.0
540,775.0
541,760.0
542,655.0
543,565.0
544,400.0
545,630.0
546,595.0
547,1075.0
548,-190.0
549,330.0
550,875.0
551,90.0
552,380.0
553,-130.0
554,570.0
555,240.0
556,475.0
557,465.0
558,795.0
559,675.0
560,1000.0
561,-70.0
562,355.0
563,675.0
564,665.0
565,250.0
566,610.0
567,875.0
568,365.0
569,1135.0
570,505.0
571,635.0
572,525.0
573,890.0
574,500.0
575,710.0
576,765.0
577,545.0
578,965.0
579,495.0
580,-70.0
581,1150.0
582,1005.0
583,-180.0
584,1180.0
585,1160.0
586,900.0
587,705.0
588,785.0
589,410.0
590,420.0
591,975.0
592,-50.0
593,750.0
594,480.0
595,610.0
596,695.0
597,445.0
598,595.0
599,765.0
600,820.0
601,365.0
602,490.0
603,880.0
604,775.0
605,890.0
606,710.0
607,-170.0
608,385.0
609,1105.0
610,1115.0
611,305.0
612,760.0
613,780.0
614,-110.0
615,830.0
616,1165.0
617,1010.0
618,455.0
619,795.0
620,125.0
621,-130.0
622,1135.0
623,575.0
624,520.0
625,560.0
626,655.0
627,1020.0
628,680.0
629,1240.0
630,1285.0
631,-255.0
632,760.0
633,610.0
634,620.0
635,10.0
636,-75.0
637,200.0
638,405.0
639,505.0
640,740.0
641,455.0
642,820.0
643,450.0
644,-70.0
645,425.0
646,810.0
647,-180.0
648,-140.0
649,695.0
650,945.0
651,675.0
652,545.0
653,705.0
654,900.0
655,945.0
656,580.0
657,-180.0
658,290.0
659,915.0
660,765.0
661,255.0
662,-90.0
663,780.0
664,1080.0
665,-60.0
666,350.0
667,325.0
668,1020.0
669,1455.0
670,950.0
671,1110.0
672,480.0
673,575.0
674,-190.0
675,820.0
676,615.0
677,1090.0
678,795.0
679,540.0
680,865.0
681,160.0
682,990.0
683,-180.0
684,675.0
685,1045.0
686,495.0
687,1115.0
688,935.0
689,310.0
690,935.0
691,695.0
692,465.0
693,1135.0
694,850.0
695,410.0
696,505.0
697,535.0
698,975.0
699,865.0
700,1010.0
701,845.0
702,700.0
703,-10.0
704,910.0
705,615.0
706,505.0
707,1070.0
708,1160.0
709,630.0
710,145.0
711,520.0
712,870.0
713,605.0
714,1060.0
715,715.0
716,1080.0
717,-280.0
718,585.0
719,1020.0
720,810.0
721,650.0
722,885.0
723,1075.0
724,1105.0
725,760.0
726,-80.0
727,555.0
728,520.0
729,470.0
730,790.0
731,-40.0
732,1155.0
733,485.0
734,30.0
735,695.0
736,-160.0
737,1205.0
738,195.0
739,305.0
740,590.0
741,405.0
742,855.0
743,600.0
744,730.0
745,810.0
746,895.0
747,780.0
748,625.0
749,1025.0
750,520.0
751,425.0
752,1135.0
753,1340.0
754,-90.0
755,705.0
756,1260.0
757,-150.0
758,745.0
759,665.0
760,360.0
761,145.0
762,455.0
763,670.0
764,765.0
765,790.0
766,925.0
767,1010.0
768,725.0
769,940.0
770,90.0
771,615.0
772,530.0
773,870.0
774,100.0
775,1250.0
776,800.0
777,870.0
778,1060.0
779,1215.0
780,1180.0
781,620.0
782,875.0
783,-130.0
784,860.0
785,950.0
786,1115.0
787,80.0
788,775.0
789,980.0
790,625.0
791,915.0
792,915.0
793,685.0
794,535.0
795,600.0
796,1115.0
797,785.0
798,500.0
799,65.0
800,640.0
801,680.0
802,1095.0
803,1075.0
804,500.0
805,85.0
806,1025.0
807,830.0
808,140.0
809,600.0
810,1170.0
811,295.0
812,765.0
813,1065.0
814,715.0
815,925.0
816,910.0
817,1155.0
818,970.0
819,635.0
820,565.0
821,895.0
822,1055.0
823,1115.0
824,-190.0
825,720.0
826,750.0
827,1210.0
828,1065.0
829,775.0
830,1165.0
831,940.0
832,845.0
833,855.0
834,1045.0
835,990.0
836,810.0
837,830.0
838,905.0
839,1005.0
840,-140.0
841,610.0
842,1320.0
843,1210.0
844,980.0
845,-90.0
846,570.0
847,875.0
848,715.0
849,-140.0
850,830.0
851,765.0
852,210.0
853,570.0
854,970.0
855,1585.0
856,880.0
857,700.0
858,1205.0
859,590.0
860,1060.0
861,940.0
862,15.0
863,1055.0
864,805.0
865,1180.0
866,10.0
867,1150.0
868,585.0
869,780.0
870,935.0
871,385.0
872,-130.0
873,-100.0
874,1120.0
875,730.0
876,920.0
877,845.0
878,890.0
879,850.0
880,515.0
881,565.0
882,730.0
883,1035.0
884,810.0
885,1105.0
886,915.0
887,625.0
888,1170.0
889,1125.0
890,1235.0
891,985.0
892,910.0
893,1105.0
894,860.0
895,735.0
896,765.0
897,1145.0
898,470.0
899,-100.0
900,995.0
901,895.0
902,1165.0
903,890.0
904,1025.0
905,1255.0
906,1190.0
907,1245.0
908,755.0
909,1305.0
910,1380.0
911,880.0
912,455.0
913,995.0
914,795.0
915,1055.0
916,880.0
917,1170.0
918,890.0
919,1065.0
920,1425.0
921,-90.0
922,805.0
923,1090.0
924,1230.0
925,610.0
926,925.0
927,1250.0
928,750.0
929,1140.0
930,1045.0
931,-150.0
932,-80.0
933,820.0
934,-160.0
935,935.0
936,665.0
937,1110.0
938,830.0
939,1215.0
940,1480.0
941,595.0
942,805.0
943,605.0
944,-110.0
945,870.0
946,750.0
947,1195.0
948,1170.0
949,1275.0
950,750.0
951,905.0
952,710.0
953,855.0
954,760.0
955,1150.0
956,1030.0
957,870.0
958,950.0
959,1085.0
960,1040.0
961,825.0
962,1325.0
963,1075.0
964,460.0
965,1200.0
966,70.0
967,545.0
968,1300.0
969,960.0
970,1255.0
971,1150.0
972,1045.0
973,1205.0
974,1350.0
975,1060.0
976,1085.0
977,735.0
978,1135.0
979,-130.0
980,670.0
981,770.0
982,760.0
983,900.0
984,835.0
985,950.0
986,690.0
987,1325.0
988,790.0
989,1110.0
990,1205.0
991,1040.0
992,1370.0
993,1195.0
994,1245.0
995,1055.0
996,860.0
997,1000.0
998,905.0
999,1185.0
1000,1000.0
1001,1005.0
1002,630.0
1003,815.0
1004,780.0
1005,1195.0
1006,845.0
1007,965.0
1008,450.0
1009,-40.0
1010,1225.0
1011,905.0
1012,935.0
1013,855.0
1014,755.0
1015,1030.0
1016,845.0
1017,805.0
1018,925.0
1019,880.0
1020,990.0
1021,1135.0
1022,945.0
1023,800.0
1024,1150.0
1025,1375.0
1026,845.0
1027,990.0
1028,915.0
1029,990.0
1030,695.0
1031,-85.0
1032,865.0
1033,620.0
1034,1010.0
1035,950.0
1036,1245.0
1037,785.0
1038,965.0
1039,975.0
1040,1240.0
1041,1210.0
1042,1165.0
1043,1215.0
1044,1060.0
1045,1060.0
1046,870.0
1047,940.0
1048,655.0
1049,805.0
1050,535.0
1051,770.0
1052,955.0
1053,1405.0
1054,645.0
1055,1290.0
1056,935.0
1057,-130.0
1058,655.0
1059,1055.0
1060,965.0
1061,1090.0
1062,-25.0
1063,1220.0
1064,1365.0
1065,1180.0
1066,680.0
1067,1120.0
1068,710.0
1069,745.0
1070,1005.0
1071,1080.0
1072,1180.0
1073,1085.0
1074,795.0
1075,1065.0
1076,720.0
1077,1550.0
1078,1400.0
1079,1505.0
1080,1005.0
1081,975.0
1082,970.0
1083,-150.0
1084,0.0
1085,1140.0
1086,1065.0
1087,840.0
1088,15.0
1089,875.0
1090,880.0
1091,355.0
1092,915.0
1093,1015.0
1094,725.0
1095,1060.0
1096,840.0
1097,825.0
1098,435.0
1099,955.0
1100,1210.0
1101,1220.0
1102,845.0
1103,1520.0
1104,705.0
1105,1060.0
1106,1025.0
1107,985.0
1108,1205.0
1109,900.0
1110,1100.0
1111,1040.0
1112,1090.0
1113,655.0
1114,-30.0
1115,1105.0
1116,1265.0
1117,955.0
1118,960.0
1119,1115.0
1120,1365.0
1121,1110.0
1122,955.0
1123,155.0
1124,1355.0
1125,1145.0
1126,1235.0
1127,805.0
1128,855.0
1129,345.0
1130,1085.0
1131,785.0
1132,845.0
1133,505.0
1134,85.0
1135,1390.0
1136,1285.0
1137,1060.0
1138,1205.0
1139,1190.0
1140,870.0
1141,740.0
1142,520.0
1143,965.0
1144,915.0
1145,1270.0
1146,1200.0
1147,955.0
1148,1070.0
1149,1075.0
1150,920.0
1151,850.0
1152,180.0
1153,1165.0
1154,1020.0
1155,715.0
1156,1350.0
1157,1070.0
1158,595.0
1159,1375.0
1160,650.0
1161,1025.0
1162,1020.0
1163,995.0
1164,1355.0
1165,1170.0
1166,1315.0
1167,1035.0
1168,835.0
1169,560.0
1170,965.0
1171,555.0
1172,1020.0
1173,715.0
1174,785.0
1175,795.0
1176,885.0
1177,1380.0
1178,1070.0
1179,1255.0
1180,1140.0
1181,760.0
1182,65.0
1183,1290.0
1184,760.0
1185,1170.0
