param_val,x_max
0.0,17.950701483536044
0.0,17.293455585141707
0.0,17.70160314646923
0.0,17.45418759536629
0.0,17.602153701611517
0.0,17.54238423431886
0.003007518796992481,11.056490022083013
0.003007518796992481,11.538809731815661
0.003007518796992481,11.271192576942964
0.003007518796992481,11.280692596664187
0.003007518796992481,11.343383423381617
0.003007518796992481,11.311065184349003
0.006015037593984962,6.143820881556215
0.006015037593984962,7.844670083047124
0.006015037593984962,11.230658561696565
0.006015037593984962,11.977492659725957
0.006015037593984962,11.747067513146005
0.006015037593984962,11.199609461541467
0.009022556390977442,6.285151758879825
0.009022556390977442,7.58263530714708
0.009022556390977442,10.996207866746014
0.009022556390977442,12.39324686260835
0.009022556390977442,13.428216464048248
0.012030075187969924,17.709139310714722
0.012030075187969924,17.217562441381748
0.012030075187969924,17.938720133488776
0.012030075187969924,17.55705458215787
0.012030075187969924,17.462745325663963
0.012030075187969924,17.66075638164129
0.015037593984962405,6.206986488485982
0.015037593984962405,7.8090893122441045
0.015037593984962405,11.192386751792691
0.015037593984962405,11.959253552299682
0.015037593984962405,11.656072566283626
0.018045112781954885,11.157043276965917
0.018045112781954885,11.39541100674911
0.018045112781954885,11.225003834440207
0.018045112781954885,11.324710005507342
0.018045112781954885,11.288535720009335
0.021052631578947368,17.220115630560095
0.021052631578947368,18.512823192414725
0.021052631578947368,18.78302532577793
0.021052631578947368,19.805968029577656
0.021052631578947368,18.955433490928268
0.024060150375939848,11.268173890533834
0.024060150375939848,11.16223014943735
0.024060150375939848,11.385141491909238
0.024060150375939848,11.22414717438953
0.024060150375939848,11.324257170561575
0.027067669172932327,11.321742192348607
0.027067669172932327,11.229859460358213
0.027067669172932327,11.295844714838845
0.027067669172932327,11.268737063131733
0.027067669172932327,11.296143019709648
0.027067669172932327,11.294421636386312
0.03007518796992481,11.479840713923783
0.03007518796992481,11.174936796620399
0.03007518796992481,11.323431643959177
0.03007518796992481,11.252992839129952
0.03007518796992481,11.299551491485456
0.03007518796992481,11.288512890495209
0.03308270676691729,11.759916676448674
0.03308270676691729,11.346455345591348
0.03308270676691729,11.062401332480722
0.03308270676691729,11.4967394537045
0.03308270676691729,11.201292514817554
0.03308270676691729,11.31124665471344
0.03609022556390977,11.192260920179832
0.03609022556390977,11.30314758794597
0.03609022556390977,11.231905042614608
0.03609022556390977,11.2937009713393
0.03609022556390977,11.26490781106182
0.03609022556390977,11.293805061035238
0.03909774436090225,11.184249891953431
0.03909774436090225,11.304786174323315
0.03909774436090225,11.222479835412445
0.03909774436090225,11.29388921915317
0.03909774436090225,11.257199392680223
0.03909774436090225,11.292106788909942
0.042105263157894736,11.161578918712285
0.042105263157894736,11.319455500585756
0.042105263157894736,11.207761280586586
0.042105263157894736,11.300716065298527
0.042105263157894736,11.246834456150184
0.042105263157894736,11.293417456057085
0.045112781954887216,11.150233554884768
0.045112781954887216,11.326172915140413
0.045112781954887216,11.196502693930137
0.045112781954887216,11.304475461994617
0.045112781954887216,11.237971332735638
0.045112781954887216,11.294168587010356
0.048120300751879695,11.142351950095875
0.048120300751879695,11.32931316506625
